placeId,address,category,phone,latitude,longitude,status,type,googleUrl,storeName,ratingText,stars,numberOfReviews,websites,coldCallProbabilityWeight
JfXTEXXv9DDkRrs2S_6iix58," Marina Arcade, G-7, Connaught Cir, Connaught Place, Delhi, 110001",Pharmaceuticals Exporter, 095605 43133,28.6339241,77.2170869,Available,NA,https://www.google.com/maps/place/METRO+CITY+PHARMACY/data=!4m7!3m6!1s0x390cfd7b5dc4747d:0x9fc7a2a8ff92cdae!8m2!3d28.6339241!4d77.2170869!16s%2Fg%2F11h8yfj32z!19sChIJfXTEXXv9DDkRrs2S_6iix58?authuser=0&hl=en&rclk=1,METRO CITY PHARMACY,4.1 stars 31 Reviews,4.1,31,"[""NA""]",100.00%
J3w2BVEj9DDkRfWNOZEiDkdw," Block G, Connaught Place, New Delhi, Delhi 110001",PharmacyCloses soon ⋅ 11 pm ⋅ Opens 7 am Tue, 080 4101 8123,28.6339233,77.217019,Available,In-store shopping,https://www.google.com/maps/place/Apollo+Pharmacy+-+Connaught+Place/data=!4m7!3m6!1s0x390cfd4854810ddf:0xdc918348644e637d!8m2!3d28.6339233!4d77.217019!16s%2Fg%2F124yb7n0b!19sChIJ3w2BVEj9DDkRfWNOZEiDkdw?authuser=0&hl=en&rclk=1,Apollo Pharmacy - Connaught Place,3.8 stars 228 Reviews,3.8,228,"[""https://www.apollopharmacy.in/?utm_source=gmb&utm_medium=organic&utm_campaign=sulekhapromanage-apollo-pharmacy""]",100.00%
Jj3JGgE_9DDkRXNopftg8nfQ," P. No. 121, GF, S. No. 88, opp. Hardinge Medical College, Sector 3, DIZ Area, Gole Market, New Delhi, Delhi 110001",Pharmacy, 080 4101 8138,28.6338301,77.2086662,Available,In-store shopping,https://www.google.com/maps/place/Apollo+Pharmacy+Diz+Staff+Quarters/data=!4m7!3m6!1s0x390cfd4f8046728f:0xf49d3cd87e29da5c!8m2!3d28.6338301!4d77.2086662!16s%2Fg%2F12q4qh3y8!19sChIJj3JGgE_9DDkRXNopftg8nfQ?authuser=0&hl=en&rclk=1,Apollo Pharmacy Diz Staff Quarters,3.7 stars 62 Reviews,3.7,62,"[""https://www.apollopharmacy.in/?utm_source=gmb&utm_medium=organic&utm_campaign=sulekhapromanage-apollo-pharmacy""]",100.00%
JseFYYwD9DDkRmCRZpd-PwWQ," 42, Bhagat Singh Market, Gole Market, New Delhi, Delhi 110001",Pharmacy, 074284 14710,28.6334813,77.207838,Available,Delivery,https://www.google.com/maps/place/SABD+PHARMACY/data=!4m7!3m6!1s0x390cfd006358e1b1:0x64c18fdfa5592498!8m2!3d28.6334813!4d77.207838!16s%2Fg%2F11ldxrhs5p!19sChIJseFYYwD9DDkRmCRZpd-PwWQ?authuser=0&hl=en&rclk=1,SABD PHARMACY,4.4 stars 13 Reviews,4.4,13,"[""NA""]",88.77%
JDRRjiDv9DDkRoUZdcnTsh38," Shop No 19, MCD Parking Complex, opposite GOVIND BALLABH PANT HOSPITAL, 64 Khamba, New Delhi, Delhi, 110002",Pharmacy, 098117 31473,28.6383186,77.2351267,Available,In-store shopping,https://www.google.com/maps/place/Zedson+Pharmacy/data=!4m7!3m6!1s0x390cfd3b8863140d:0x7f87ec74725d46a1!8m2!3d28.6383186!4d77.2351267!16s%2Fg%2F11n_y6xmkt!19sChIJDRRjiDv9DDkRoUZdcnTsh38?authuser=0&hl=en&rclk=1,Zedson Pharmacy,5.0 stars 27 Reviews,5,27,"[""http://www.zedsonpharmacy.com/""]",100.00%
JL3uTqVb9DDkRkHv6QgjcO40," Shop No 21, Gate No 6, Old Ramakrishna Ashram Marg, behind RML Hospital, North Block, Gole Market, New Delhi, Delhi 110001",Pharmacy, 011 2374 1627,28.6276988,77.1998572,Available,In-store shopping,https://www.google.com/maps/place/Rajkamal+Chemists/data=!4m7!3m6!1s0x390cfd56a9937b2f:0x8d3bdc0842fa7b90!8m2!3d28.6276988!4d77.1998572!16s%2Fg%2F11b8tx8d6x!19sChIJL3uTqVb9DDkRkHv6QgjcO40?authuser=0&hl=en&rclk=1,Rajkamal Chemists,3.8 stars 29 Reviews,3.8,29,"[""NA""]",98.80%
JRXVtJ9LiDDkRG2mLrCRfXRE," Chamber No 2, Bhagwan Das Rd, Government Officers Colony, India Gate, New Delhi, Delhi 110001",Pharmacy, 011 2338 8582,28.6196267,77.2396966,Available,In-store shopping,https://www.google.com/maps/place/Apollo+Pharmacy+Bhagwan+Das+Road/data=!4m7!3m6!1s0x390ce2d2276d7545:0x115d5f24ac8b691b!8m2!3d28.6196267!4d77.2396966!16s%2Fg%2F11cm0dvf3j!19sChIJRXVtJ9LiDDkRG2mLrCRfXRE?authuser=0&hl=en&rclk=1,Apollo Pharmacy Bhagwan Das Road,3.2 stars 35 Reviews,3.2,35,"[""https://www.apollopharmacy.in/?utm_source=locator&utm_medium=googleplaces""]",80.92%
JL7eO7VP9DDkRv-2hd2TbWBM," J6G2+GCJ, RML Hospital Campus, near Blood Bank Building, Ram Manohar Lohia Hospital, Type III, President's Estate, New Delhi, Delhi 110001",Pharmacy, 098683 91308,28.626339,77.2010114,Available,NA,https://www.google.com/maps/place/Amrit+Pharmacy/data=!4m7!3m6!1s0x390cfd53ed8eb72f:0x1358db6477a1edbf!8m2!3d28.626339!4d77.2010114!16s%2Fg%2F11d_88t499!19sChIJL7eO7VP9DDkRv-2hd2TbWBM?authuser=0&hl=en&rclk=1,Amrit Pharmacy,2.7 stars 28 Reviews,2.7,28,"[""NA""]",69.50%
JcRt8HEj9DDkRLqZLs82Xhew," Shop No. 2G Ground Floor Marine Arcade Rajiv chowk metro station Gate no 1, Block G, Connaught Place, New Delhi, Delhi 110001",Pharmacy, 098994 41605,28.6338409,77.2174297,Available,In-store pick-up,https://www.google.com/maps/place/Nath+Brothers/data=!4m7!3m6!1s0x390cfd481c7c1b71:0xec8597cdb34ba62e!8m2!3d28.6338409!4d77.2174297!16s%2Fg%2F1tdb76dp!19sChIJcRt8HEj9DDkRLqZLs82Xhew?authuser=0&hl=en&rclk=1,Nath Brothers,3.6 stars 347 Reviews,3.6,347,"[""NA""]",100.00%
JS99ihc39DDkRc-xrtGsDqfE," 4605, Main Bazar Rd, Bagichi Ramchander, Kaseru Walan, Paharganj, New Delhi, Delhi 110055",Pharmacy, 011 4285 1717,28.6413525,77.2152356,Available,Delivery,https://www.google.com/maps/place/Right+Aid+medicos/data=!4m7!3m6!1s0x390cfdcd8562df4b:0xf1a9036bb46bec73!8m2!3d28.6413525!4d77.2152356!16s%2Fg%2F11jp08pds5!19sChIJS99ihc39DDkRc-xrtGsDqfE?authuser=0&hl=en&rclk=1,Right Aid medicos,5.0 stars 26 Reviews,5,26,"[""NA""]",100.00%
JR-V9HEj9DDkRAe6sQOxzAB0," G-3, Marina Arcade, Block G, Connaught Place, New Delhi, Delhi 110001",Pharmacy, 011 2332 1747,28.6339267,77.2172076,Available,Delivery,https://www.google.com/maps/place/Medicine+House+Chemist+%26+Druggist/data=!4m7!3m6!1s0x390cfd481c7de547:0x1d0073ec40acee01!8m2!3d28.6339267!4d77.2172076!16s%2Fg%2F11cntcsz9v!19sChIJR-V9HEj9DDkRAe6sQOxzAB0?authuser=0&hl=en&rclk=1,Medicine House Chemist & Druggist,3.7 stars 53 Reviews,3.7,53,"[""NA""]",100.00%
JV7Tarzf9DDkR2rSo-dCaihk," G-45, Connaught Cir, Block G, Connaught Place, New Delhi, Delhi 110001",Pharmacy, 011 4359 2755,28.632094,77.2168367,Available,Delivery,https://www.google.com/maps/place/Chaturbhuj+%26+Brothers/data=!4m7!3m6!1s0x390cfd37afdab457:0x198a9ad0f9a8b4da!8m2!3d28.632094!4d77.2168367!16s%2Fg%2F1tp8yf7w!19sChIJV7Tarzf9DDkR2rSo-dCaihk?authuser=0&hl=en&rclk=1,Chaturbhuj & Brothers,4.3 stars 106 Reviews,4.3,106,"[""NA""]",100.00%
JZ38mc7cDDTkRrdWQi5lQ6sI," 10/43, gangaram hospital road, Block 10, Old Rajinder Nagar, Rajinder Nagar, New Delhi, Delhi, 110060",Pharmacy, 093104 18181,28.6367373,77.1864322,Available,In-store pick-up,https://www.google.com/maps/place/Anytime+pharmacy/data=!4m7!3m6!1s0x390d03b773267f67:0xc2ea50998b90d5ad!8m2!3d28.6367373!4d77.1864322!16s%2Fg%2F11n0kjtglb!19sChIJZ38mc7cDDTkRrdWQi5lQ6sI?authuser=0&hl=en&rclk=1,Anytime pharmacy,3.0 stars 12 Reviews,3,12,"[""NA""]",58.82%
Jk7RfA4n9DDkRiP2tFBwPq1k," Ab 310, Amar Puri, Nabi Karim, Paharganj, New Delhi, Delhi 110055",Pharmacy, 093126 08757,28.648215,77.21481,Available,Delivery,https://www.google.com/maps/place/HAYAT+PHARMACY/data=!4m7!3m6!1s0x390cfd89035fb493:0x59ab0f1c14adfd88!8m2!3d28.648215!4d77.21481!16s%2Fg%2F11pxw3zw0y!19sChIJk7RfA4n9DDkRiP2tFBwPq1k?authuser=0&hl=en&rclk=1,HAYAT PHARMACY,4.8 stars 12 Reviews,4.8,12,"[""NA""]",94.12%
JEwuuGST9DDkRfDQG0oKouxM," 34, Plot, Block No, Metro Pillar No.77, 3, Pusa Rd, opposite Bal Bharati Public School, Block 18 A, WEA, Karol Bagh, New Delhi, Delhi 110005",Pharmacy, 092892 00575,28.6453068,77.1954563,Available,NA,https://www.google.com/maps/place/Apollo+Pharmacy+Karol+Bagh/data=!4m7!3m6!1s0x390cfd2419ae0b13:0x13bba882d206347c!8m2!3d28.6453068!4d77.1954563!16s%2Fg%2F11x1gdy0cz!19sChIJEwuuGST9DDkRfDQG0oKouxM?authuser=0&hl=en&rclk=1,Apollo Pharmacy Karol Bagh,5.0 stars 3 Reviews,5,3,"[""https://www.apollopharmacy.in/""]",48.91%
JVVUJSjf9DDkRw6VxFOlxF6w," Municipal Market, 43-44, opp. York Hotel, Connaught Place, New Delhi, Delhi 110001",Homeopathic pharmacy,011 2374 2450,28.635515,77.2211952,Available,Delivery,https://www.google.com/maps/place/Bhandari+Homoeopathic+Stores/data=!4m7!3m6!1s0x390cfd374a095555:0xac1771e91471a5c3!8m2!3d28.635515!4d77.2211952!16s%2Fg%2F11j01bnx6b!19sChIJVVUJSjf9DDkRw6VxFOlxF6w?authuser=0&hl=en&rclk=1,Bhandari Homoeopathic Stores,4.1 stars 57 Reviews,4.1,57,"[""http://bhandarihomeos.com/""]",100.00%
Jsyh_H6MCDTkRcIf2BGWjHJ0," Ground Floor, Shop No, 57/11, Shankar Road, Old Rajinder Nagar, Rajinder Nagar, New Delhi, Delhi 110060",Pharmacy, 080 4101 8284,28.6418393,77.1858008,Available,In-store shopping,https://www.google.com/maps/place/Apollo+Pharmacy+Old+Rajinder+Nagar/data=!4m7!3m6!1s0x390d02a31f7f28b3:0x9d1ca36504f68770!8m2!3d28.6418393!4d77.1858008!16s%2Fg%2F124t0j105!19sChIJsyh_H6MCDTkRcIf2BGWjHJ0?authuser=0&hl=en&rclk=1,Apollo Pharmacy Old Rajinder Nagar,3.6 stars 94 Reviews,3.6,94,"[""https://www.apollopharmacy.in/?utm_source=gmb&utm_medium=organic&utm_campaign=sulekhapromanage-apollo-pharmacy""]",100.00%
Jvx4vOuPiDDkRD167BqfbKSo," Shop No. 46, Khanna Market Rd, near Kotak Mahindra Bank ATM, Lodi Colony, New Delhi, Delhi 110003",Pharmacy, 080 4101 8258,28.5825017,77.2206343,Available,In-store shopping,https://www.google.com/maps/place/Apollo+Pharmacy+Khanna+Market+Road/data=!4m7!3m6!1s0x390ce2e33a2f1ebf:0x2a29dba706bb5e0f!8m2!3d28.5825017!4d77.2206343!16s%2Fg%2F1hjg_xs60!19sChIJvx4vOuPiDDkRD167BqfbKSo?authuser=0&hl=en&rclk=1,Apollo Pharmacy Khanna Market Road,3.6 stars 47 Reviews,3.6,47,"[""https://www.apollopharmacy.in/?utm_source=gmb&utm_medium=organic&utm_campaign=sulekhapromanage-apollo-pharmacy""]",98.34%
JxapLToX9DDkRQSXq1eGRIZE," No. 5251, Kohlapur House, 32, Jawahar Marg, opp. Yadav Mittai Wala, Block F, Kamla Nagar, New Delhi, Delhi, 110007",Pharmacy, 080 4101 8300,28.6776746,77.2050628,Available,In-store shopping,https://www.google.com/maps/place/Apollo+Pharmacy+Jawahar+Marg/data=!4m7!3m6!1s0x390cfd854e4baac5:0x912191e1d5ea2541!8m2!3d28.6776746!4d77.2050628!16s%2Fg%2F126243mp7!19sChIJxapLToX9DDkRQSXq1eGRIZE?authuser=0&hl=en&rclk=1,Apollo Pharmacy Jawahar Marg,3.7 stars 26 Reviews,3.7,26,"[""https://www.apollopharmacy.in/?utm_source=gmb&utm_medium=organic&utm_campaign=sulekhapromanage-apollo-pharmacy""]",86.05%
JQbA99nr9DDkRtum0pZFMT1E," SHOP NO-1 Subway Gate No 3 RML, Baba Kharak Singh Rd, Delhi 110001",Pharmacy,011 2337 0009,28.6249533,77.2017067,Available,NA,https://www.google.com/maps/place/Jan+Aushadhi+kendra/data=!4m7!3m6!1s0x390cfd7af63db041:0x514f4c91a5b4e9b6!8m2!3d28.6249533!4d77.2017067!16s%2Fg%2F11fj451rpf!19sChIJQbA99nr9DDkRtum0pZFMT1E?authuser=0&hl=en&rclk=1,Jan Aushadhi kendra,3.1 stars 11 Reviews,3.1,11,"[""NA""]",58.89%
Jpee6daLkDDkRzmHFthwpQNU," K. No. 63, S. No, A8/392, Shashi Park Rd, near Raymond, Mayur Vihar, New Delhi, Delhi 110091",Pharmacy, 080 4101 8302,28.608023,77.2937122,Available,In-store shopping,https://www.google.com/maps/place/Apollo+Pharmacy+Mayur+Vihar+I/data=!4m7!3m6!1s0x390ce4a275bae7a5:0xd540291cb6c561ce!8m2!3d28.608023!4d77.2937122!16s%2Fg%2F1jkwd1bs0!19sChIJpee6daLkDDkRzmHFthwpQNU?authuser=0&hl=en&rclk=1,Apollo Pharmacy Mayur Vihar I,3.4 stars 27 Reviews,3.4,27,"[""https://www.apollopharmacy.in/?utm_source=gmb&utm_medium=organic&utm_campaign=sulekhapromanage-apollo-pharmacy""]",79.94%
JwwHQWz3jDDkRI3fW7jwFvuk," 19, near Batra Jewels, Block A, Defence Colony, New Delhi, Delhi 110024",Pharmacy, 080 4101 8124,28.5732545,77.230179,Available,In-store shopping,"https://www.google.com/maps/place/Apollo+Pharmacy+-+Defence+Colony,+Delhi/data=!4m7!3m6!1s0x390ce33d5bd001c3:0xe9be053ceed67723!8m2!3d28.5732545!4d77.230179!16s%2Fg%2F11t61cn_fj!19sChIJwwHQWz3jDDkRI3fW7jwFvuk?authuser=0&hl=en&rclk=1","Apollo Pharmacy - Defence Colony, Delhi",3.6 stars 20 Reviews,3.6,20,"[""https://www.apollopharmacy.in/?utm_source=gmb&utm_medium=organic&utm_campaign=sulekhapromanage-apollo-pharmacy""]",77.34%
Jq0J7iVT9DDkR72iWM61ppas," Baba Kharak Singh Rd, near Gurudwara Bangla Sahib, Ram Manohar Lohia Hospital, Type III, Connaught Place, New Delhi, Delhi 110001",Pharmacy, 011 2336 5525,28.625857,77.202697,Available,NA,https://www.google.com/maps/place/Dr.+Ram+Manohar+Lohia+Hospital/data=!4m7!3m6!1s0x390cfd54897b42ab:0xaba569ad339668ef!8m2!3d28.625857!4d77.202697!16s%2Fm%2F02qpsfy!19sChIJq0J7iVT9DDkR72iWM61ppas?authuser=0&hl=en&rclk=1,Dr. Ram Manohar Lohia Hospital,"3.6 stars 2,441 Reviews",3.6,"2,441","[""http://rmlh.nic.in/""]",27.91%
JzVVXwWj9DDkRPCVgfE8UvgI," Shop No 5 lower ground floor, csc DDA Market, Rani Jhansi Rd, Motia Khan, Paharganj, New Delhi, Delhi 110055",Pharmacy, 095605 30965,28.6500016,77.2077995,Available,Delivery,https://www.google.com/maps/place/SHIV+MEDICOS/data=!4m7!3m6!1s0x390cfd68c15755cd:0x2be144f7c60253c!8m2!3d28.6500016!4d77.2077995!16s%2Fg%2F11cn3pk44l!19sChIJzVVXwWj9DDkRPCVgfE8UvgI?authuser=0&hl=en&rclk=1,SHIV MEDICOS,3.8 stars 44 Reviews,3.8,44,"[""NA""]",100.00%
JX1hGmk_9DDkRcldlVX_LSEU," 110, Bangla Sahib Rd, Sector 4, Gole Market, New Delhi, Delhi 110001",Pharmacy, 093504 03803,28.6333661,77.208341,Available,Delivery,https://www.google.com/maps/place/Popular+Chemists/data=!4m7!3m6!1s0x390cfd4f9a46585f:0x4548cb7f55655772!8m2!3d28.6333661!4d77.208341!16s%2Fg%2F1tftpgsh!19sChIJX1hGmk_9DDkRcldlVX_LSEU?authuser=0&hl=en&rclk=1,Popular Chemists,3.2 stars 13 Reviews,3.2,13,"[""NA""]",64.56%
Jt0M2OlH9DDkRI0vGP__sNL0," Krishna Chemist, gate no.6 Dr, Shop no. 20, Old Ramakrishna Ashram Marg, Ram Manohar Lohia Hospital, President's Estate, New Delhi, Delhi 110001",Pharmacy, 093551 89200,28.6276775,77.1999593,Available,In-store shopping,https://www.google.com/maps/place/KRISHNA+CHEMISTS/data=!4m7!3m6!1s0x390cfd513a3643b7:0xbd34ecff3fc64b23!8m2!3d28.6276775!4d77.1999593!16s%2Fg%2F11byyhjfwt!19sChIJt0M2OlH9DDkRI0vGP__sNL0?authuser=0&hl=en&rclk=1,KRISHNA CHEMISTS,4.2 stars 34 Reviews,4.2,34,"[""NA""]",100.00%
JcQiRbz_9DDkRIalU7nVs0jk," 24, Ram Nagar Market, Near New Delhi Railway Station, Pahar Ganj, New Delhi, Delhi 110055",Pharmacy, 088104 35072,28.6464864,77.2180688,Available,In-store pick-up,https://www.google.com/maps/place/A+S+Medicos/data=!4m7!3m6!1s0x390cfd3f6f910871:0x39d26c75ee54a921!8m2!3d28.6464864!4d77.2180688!16s%2Fg%2F1tk6t8zd!19sChIJcQiRbz_9DDkRIalU7nVs0jk?authuser=0&hl=en&rclk=1,A S Medicos,3.7 stars 16 Reviews,3.7,16,"[""NA""]",80.14%
JLS6mtLrjDDkRpD4HoV1N5Fs," Shop No. 40, Nehru Nagar Market, New Delhi, Delhi 110065",Pharmacy, 087503 90390,28.5695004,77.2530324,Available,Delivery,https://www.google.com/maps/place/Veena+Pharmacy/data=!4m7!3m6!1s0x390ce3bab4a62e2d:0x5be44d5da1073ea4!8m2!3d28.5695004!4d77.2530324!16s%2Fg%2F1ptwc5k04!19sChIJLS6mtLrjDDkRpD4HoV1N5Fs?authuser=0&hl=en&rclk=1,Veena Pharmacy,4.0 stars 16 Reviews,4,16,"[""NA""]",86.63%
JywRcG1T9DDkR4pxOiGRXfe8," Shop No. 8 & 9, Dr, Old Ramakrishna Ashram Marg, near Gate No. 6, Ram Manohar Lohia Hospital, Type III, President's Estate, New Delhi, Delhi 110001",Pharmacy, 098716 56719,28.6271019,77.1995061,Available,NA,https://www.google.com/maps/place/HEALTH+N+CARE+-+RML/data=!4m7!3m6!1s0x390cfd541b5c04cb:0xef7d5764884e9ce2!8m2!3d28.6271019!4d77.1995061!16s%2Fg%2F11g8f_f06l!19sChIJywRcG1T9DDkR4pxOiGRXfe8?authuser=0&hl=en&rclk=1,HEALTH N CARE - RML,3.6 stars 16 Reviews,3.6,16,"[""NA""]",77.97%
Js2XJfFr9DDkRGNjqynOp2zY," J6M3+J69, 85/377, Peshwa Rd, Sector 1, Sector C, Gole Market, New Delhi, Delhi 110001",Pharmacy, 011 2336 5219,28.6341219,77.2029301,Available,NA,https://www.google.com/maps/place/CGHS+medical+stores+depot+cghs+gole+market/data=!4m7!3m6!1s0x390cfd5a7cc965b3:0x36dba973caead818!8m2!3d28.6341219!4d77.2029301!16s%2Fg%2F11by_h6szn!19sChIJs2XJfFr9DDkRGNjqynOp2zY?authuser=0&hl=en&rclk=1,CGHS medical stores depot cghs gole market,4.2 stars 77 Reviews,4.2,77,"[""NA""]",100.00%
JO72IEQH9DDkRSeGNh8ogecM," 1705/110, 1st Floor Onkar Bhawan, Bhagirath Palace, Chandni Chowk, Delhi, 110006",Pharmacy, 098999 62503,28.6509225,77.2285709,Available,Delivery,https://www.google.com/maps/place/The+Pharmacy/data=!4m7!3m6!1s0x390cfd011188bd3b:0xc37920ca878de149!8m2!3d28.6509225!4d77.2285709!16s%2Fg%2F11sp8wd6r4!19sChIJO72IEQH9DDkRSeGNh8ogecM?authuser=0&hl=en&rclk=1,The Pharmacy,4.6 stars 15 Reviews,4.6,15,"[""NA""]",97.50%
Jz8vgnyD9DDkR124ss4sNy_Y," 16, Netaji Subhash Marg, Daryaganj, Delhi, 110002",Pharmacy, 095559 03377,28.6449123,77.2406155,Available,In-store pick-up,https://www.google.com/maps/place/DeeJee+Pharmacy/data=!4m7!3m6!1s0x390cfd209fe0cbcf:0xf6cb0d8bb32c6ed7!8m2!3d28.6449123!4d77.2406155!16s%2Fg%2F1td5vjnv!19sChIJz8vgnyD9DDkR124ss4sNy_Y?authuser=0&hl=en&rclk=1,DeeJee Pharmacy,3.6 stars 19 Reviews,3.6,19,"[""http://www.deejee.in/""]",76.10%
